,Disclosures,LegalProceedings,MDA,RiskFactors,Combined
2001-01-31,0.9718044165818458,0.9769094759743379,0.9886585458528674,1.0266583333333332,0.9693698642455959
2001-02-28,0.9834015178320104,0.9953668381406271,0.9912153256226689,1.0033039535969925,0.9825236389141603
2001-03-31,0.9969169357658288,1.003041868976949,0.9993345382852695,0.9783717894802022,0.9829908226677017
2001-04-30,0.9698672786660179,1.0194383335885786,0.9816747111105154,1.019944942378849,0.9583200853433002
2001-05-31,0.9794649469691526,1.0364937659133713,0.9907158580049339,1.0288156889990066,0.9740681850723077
2001-06-30,0.9933977461197996,1.0407090023523897,0.9781526096563797,1.0213853922905807,0.9634433010613299
2001-07-31,1.0025132642523713,1.0401749114838084,0.9766430775037767,1.0171892370143958,0.9549138697863095
2001-08-31,1.0205335688768042,1.026130210342132,0.9749213679229733,0.9945853764615395,0.9448366669906908
2001-09-30,1.0147735337749852,1.046732989203592,0.9782012695752336,1.03535922473678,0.9351964913793523
2001-10-31,1.053630704611311,1.0480748313659867,0.9774918185382098,0.9535768837207993,0.9697424814448024
2001-11-30,1.0650073381518101,1.0505740469155842,0.9981711901443704,0.9000922361784847,0.9957537376479569
2001-12-31,1.0533536193274546,1.050091859646935,0.9946301396392412,0.868324942479505,1.0005363971409709
2002-01-31,1.0680373828506429,1.0418313079929917,1.0110258742996319,0.8843493623765634,1.0020348001746313
2002-02-28,1.0937851155755824,1.04959776259195,1.0424685349908933,0.8180818177806204,1.0300762234678884
2002-03-31,1.074315215287243,1.0570839682313837,1.0295842179768542,0.8768794705329768,1.0218900939325037
2002-04-30,1.0845300594254081,1.0329904548378608,1.0338536583105384,0.8475967234525389,1.0165830369912876
2002-05-31,1.0892730029814461,1.0198415047551652,1.0476877302541334,0.8019737788406325,1.0169044759920083
2002-06-30,1.1024160650178347,0.9981566851802715,1.0639516614478655,0.8071602900061564,1.0132178395686835
2002-07-31,1.0962095484918122,1.0105881850293186,1.0865535407340243,0.7532166284059806,1.021450242229501
2002-08-31,1.0852196046067129,1.0054697198306928,1.089047695826868,0.7151616540155151,1.0185358947859167
2002-09-30,1.1134155512927615,0.9902929911350675,1.1129902790773303,0.6858450754250057,1.038029003313311
2002-10-31,1.1062664309424615,0.9840277124999122,1.1222063983816994,0.7460849342377168,1.035164274818049
2002-11-30,1.0532259547298068,0.9544200709843674,1.119885016215432,0.8058307466577648,0.9980833139128522
2002-12-31,1.0787900628026554,0.9624257963528865,1.1308377126709435,0.6873385353652858,1.0353909788720275
2003-01-31,1.0893606610667113,0.9543342811213734,1.143557306049056,0.6793483058787944,1.0308128924864663
2003-02-28,1.0857769100554806,0.9500663983443166,1.133846596472092,0.6907474522817266,1.0205926018470763
2003-03-31,1.0897046404815827,0.9468534907387878,1.1377230999153463,0.7074975379931109,1.0098567415845419
2003-04-30,1.0865585000917481,0.9533551712960618,1.1195675703600232,0.7251887006041612,1.01176722565984
2003-05-31,1.09304920754426,0.9820881496493254,1.1069206311686426,0.753063765869939,1.013908994677068
2003-06-30,1.095201824770787,0.9880430989558341,1.1168213467609027,0.716158662006314,1.026394316127715
