,Disclosures,LegalProceedings,MDA,RiskFactors,Combined
2001-01-31,0.9881772082170159,0.9804328077177048,0.9715987071494828,1.0265771676954731,0.9749080638464496
2001-02-28,0.9959434432779084,0.9884356426573826,0.9851922983775334,1.0038033051342936,0.987797639321449
2001-03-31,1.0038143309064647,0.9854931361176087,0.9958997110038718,0.9787911461992198,0.9950082735890092
2001-04-30,0.9780902163704579,0.9971994537426019,0.9823035696252138,1.020207218256516,0.9760066389014388
2001-05-31,0.985010831660353,1.0107478231458973,0.9887810034525675,1.02905245391506,0.9875710047804935
2001-06-30,0.9978656548421083,1.0199214058086723,0.9798121649155475,1.0217888690594819,0.9796165675051831
2001-07-31,1.0130067861483056,1.013103431065993,0.9712095954745235,1.0174677688575067,0.9692379421284681
2001-08-31,1.0242821506713689,0.9979116715658456,0.968037430196975,0.9949753067029442,0.9542241601108936
2001-09-30,1.0073156770451295,1.0082963240620177,0.9835682521333549,1.0354501116192372,0.9486286655354265
2001-10-31,1.0329654568782451,1.014993074628882,0.9772696195741692,0.9535243468163934,0.9724320839688947
2001-11-30,1.0512299928925233,1.0196040136299087,0.9918931693318633,0.9005447188986416,0.987704220928157
2001-12-31,1.037652360175406,1.0195359260108445,0.9879840866171887,0.8686693210683769,0.9949746225477867
2002-01-31,1.0543553331049913,1.0131322319073977,1.0054023911815788,0.8846106254586276,0.9912211870994703
2002-02-28,1.0751103054566842,1.0194283888876752,1.0274808119242018,0.8681198719614721,1.0189143583759004
2002-03-31,1.0614022446323013,1.0228572071228654,1.0228569806327894,0.9307078272629543,1.0158872655870457
2002-04-30,1.0772814019278545,0.9997202289449881,1.0257566658504595,0.8987228239110838,1.015524767032856
2002-05-31,1.07918826148211,0.9881099238581604,1.0433986861988138,0.8511235681862374,1.0240876065034215
2002-06-30,1.0929097688862646,0.9684001013591126,1.0577388932656715,0.8567671920503376,1.0226399729700963
2002-07-31,1.0754191079266904,0.9665516102040508,1.0703253428627137,0.7997523775364546,1.0191165134619797
2002-08-31,1.084204063515716,0.9726264316831321,1.073729654901917,0.7577987247052487,1.0185999818468996
2002-09-30,1.1143540587972274,0.9571388286385925,1.0938880200840406,0.7271876379101452,1.0348219902256186
2002-10-31,1.1201173285306671,0.9645912179077932,1.1042428513706064,0.7921620192173895,1.0405658348517768
2002-11-30,1.091023476283982,0.948142212628372,1.1080029659880766,0.8570436220385808,1.0048665068754081
2002-12-31,1.1050860548804458,0.9545758453709989,1.1171304299166167,0.7309097310109055,1.0418308133927314
2003-01-31,1.106355748518252,0.9389710534237209,1.1284196954618722,0.7227913612180867,1.0381491103689913
2003-02-28,1.1054261347823084,0.9329269173313259,1.1217515010659533,0.7353991682619601,1.0259423569929313
2003-03-31,1.1094615302504172,0.9321095704331233,1.1265634497203543,0.7540315158154557,1.0260206541286585
2003-04-30,1.1072997418644595,0.9374251739336956,1.1161565057475074,0.772503284443673,1.0211504032951133
2003-05-31,1.1178495760834959,0.9534358868947153,1.1086434936129241,0.8025230454187933,1.031072779201422
2003-06-30,1.115569026989174,0.9519272895695396,1.1158519252912011,0.7672852742919719,1.0364222001418781
2003-07-31,1.1260825406735893,0.9369359880256505,1.1261882070863352,0.7664653904490805,1.0442134779986696
2003-08-31,1.1436879981373431,0.9427649442184967,1.1252032795143332,0.7847712252982991,1.0450884389414743
2003-09-30,1.1568980384280918,0.9504966658693726,1.1186663045794436,0.7804340095510148,1.0550925752830966
2003-10-31,1.1555405323418875,0.9431641991364608,1.1149989525421398,0.7645298808830081,1.0488149926291348
2003-11-30,1.1529315746101299,0.9461105962670554,1.1174791451309745,0.73709666590232,1.0532203477525794
2003-12-31,1.1724357995506793,0.9499202995144695,1.1246287134387005,0.7499069196517187,1.0613702569214558
2004-01-31,1.1720025308194324,0.9344663425872348,1.1131957772710537,0.7777587140360134,1.050604664033749
2004-02-29,1.1794576397020315,0.9217498090234796,1.1261983930171708,0.766701489727865,1.06730211025907
2004-03-31,1.178308352968145,0.9212991073404129,1.1254715243198634,0.7542350239947117,1.0624910397143261
2004-04-30,1.1839338131709283,0.909785362964236,1.1383038075943437,0.776475271628548,1.0692590153081352
2004-05-31,1.1766412680261675,0.9115954956530177,1.1234566534542805,0.7692624559656174,1.0560108499191103
2004-06-30,1.1765040095778498,0.9060020528905545,1.1258443571204322,0.7892738060868982,1.0626245337029978
2004-07-31,1.1724318223689558,0.9172730758114616,1.1269823500984717,0.7582450913287918,1.0690209339295627
2004-08-31,1.189689619884065,0.9280210044704503,1.1182528984970581,0.7276122455557402,1.070164432024982
2004-09-30,1.1871576566305977,0.9359065240235118,1.123908051880272,0.7313590736418383,1.0649885435091533
2004-10-31,1.1869552688819502,0.9312229408473611,1.1182176897815248,0.7280764570846759,1.0544409676816198
2004-11-30,1.2068231474689928,0.9384117487902843,1.1185477821899505,0.7480486110616595,1.0614932364808194
2004-12-31,1.193195632468916,0.9379171322251161,1.1081940131001924,0.7694784625081211,1.0568806830846584
2005-01-31,1.1959370417795787,0.9479040965473966,1.1208387232298145,0.7825207543942401,1.0703062129261791
2005-02-28,1.2032667389271894,0.9473132238934202,1.132014342645392,0.7671846132065455,1.0758605989948828
2005-03-31,1.2052556091640498,0.9488291802117166,1.142489472924612,0.7865332076683857,1.0808585850879628
2005-04-30,1.2071404722617962,0.9481150610369965,1.161282476440064,0.8036675908704318,1.0754137694381685
2005-05-31,1.2120295882255754,0.9461030101672986,1.1274086028584496,0.8096502135440059,1.0686663977494675
2005-06-30,1.2191242798124389,0.951642060492638,1.1179864696852715,0.7896526407115299,1.0622741394082875
2005-07-31,1.208164380515613,0.933551238901502,1.0845472252255768,0.822681632334626,1.0398928674342713
